gpt4omini,llama70b,llama8b,phi4,qwen7b,tulu3,scenario_power,scenario_expertise,scenario_stakes,scenario_emotional,scenario_formality,scenario_duration,user_initial_E,user_initial_A,user_initial_C,user_initial_N,user_initial_O,bot_initial_E,bot_initial_A,bot_initial_C,bot_initial_N,bot_initial_O,E_distance,A_distance,C_distance,N_distance,O_distance,conversation_sentiment,avg_user_reply,avg_bot_reply
0,0,1,0,0,0,0.4,0.9,0.9,0.6,0.8,0.7,8,17,19,1,12,21,40,27,24,36,-13,-23,-8,-23,-24,-0.7,438.6,501.6
0,0,1,0,0,0,0.4,0.7,0.8,0.7,0.5,0.3,20,13,20,8,17,11,34,26,16,33,9,-21,-6,-8,-16,0.2,456.2,512.0
0,0,1,0,0,0,0.8,0.5,0.9,0.7,0.9,0.1,8,22,22,2,15,17,40,30,20,39,-9,-18,-8,-18,-24,0.2,421.6,330.1
0,0,1,0,0,0,0.0,0.2,0.2,0.8,0.1,0.1,13,12,21,25,10,22,28,32,22,39,-9,-16,-11,3,-29,-0.7,345.0,327.5
0,0,1,0,0,0,0.0,0.3,0.7,0.5,0.5,0.6,11,19,16,6,9,22,35,25,24,35,-11,-16,-9,-18,-26,-0.4,356.2,401.2
0,0,1,0,0,0,0.4,0.7,0.4,0.3,0.5,0.4,36,14,4,4,28,28,33,28,17,36,8,-19,-24,-13,-8,-0.8,300.4,400.9
0,0,1,0,0,0,0.5,0.4,0.7,0.6,0.6,0.7,25,18,0,4,24,19,39,24,21,40,6,-21,-24,-17,-16,-0.5,363.5,407.9
0,0,1,0,0,0,0.4,0.7,0.6,0.4,0.5,0.7,21,3,10,11,20,23,29,33,23,34,-2,-26,-23,-12,-14,-0.7,385.0,400.6
0,0,1,0,0,0,0.6,0.9,0.9,0.7,0.9,0.5,20,0,12,28,16,23,35,28,29,35,-3,-35,-16,-1,-19,-0.8,311.0,310.4
0,0,1,0,0,0,0.2,0.5,0.5,0.4,0.5,0.1,20,27,29,24,21,24,31,29,28,40,-4,-4,0,-4,-19,0.3,400.7,364.0
0,0,1,0,0,0,0.6,0.7,0.5,0.3,0.5,0.4,15,1,21,15,20,23,36,24,28,32,-8,-35,-3,-13,-12,-0.5,387.8,384.3
0,0,1,0,0,0,0.3,0.8,0.9,0.9,0.6,0.8,2,34,10,25,16,25,35,22,26,32,-23,-1,-12,-1,-16,0.2,328.0,382.4
0,0,1,0,0,0,0.4,0.7,0.6,0.5,0.5,0.8,15,23,16,8,6,23,37,22,17,36,-8,-14,-6,-9,-30,0.8,318.8,331.2
0,0,1,0,0,0,-0.2,0.4,0.9,0.8,0.8,0.1,14,9,8,20,16,29,32,32,21,39,-15,-23,-24,-1,-23,-0.6,388.2,407.1
0,0,1,0,0,0,0.3,0.7,0.8,0.6,0.6,0.5,0,0,36,36,28,15,36,30,19,31,-15,-36,6,17,-3,0.1,388.9,430.2
0,0,1,0,0,0,0.6,0.7,0.5,0.3,0.5,0.4,4,7,18,11,12,22,39,32,24,33,-18,-32,-14,-13,-21,-0.8,355.2,386.0
0,0,1,0,0,0,0.6,0.7,0.5,0.3,0.5,0.4,20,8,12,5,15,18,38,31,22,34,2,-30,-19,-17,-19,-0.5,447.4,484.3
0,0,1,0,0,0,0.6,0.7,0.5,0.3,0.5,0.4,16,4,12,11,4,19,31,23,21,40,-3,-27,-11,-10,-36,-0.6,395.5,470.6
0,0,1,0,0,0,-0.2,0.8,0.8,0.6,0.6,0.5,36,28,15,0,29,17,36,29,22,37,19,-8,-14,-22,-8,0.8,365.8,308.2
0,0,1,0,0,0,-0.2,0.8,0.9,0.8,0.7,0.6,10,14,1,1,5,28,37,25,31,32,-18,-23,-24,-30,-27,0.2,308.9,329.1
0,0,1,0,0,0,-0.2,0.8,0.9,0.8,0.7,0.6,18,32,19,5,15,19,36,26,26,33,-1,-4,-7,-21,-18,0.4,266.4,403.1
0,0,1,0,0,0,0.4,0.7,0.6,0.4,0.5,0.7,20,12,16,28,16,16,37,32,21,30,4,-25,-16,7,-14,-0.7,421.7,437.2
0,0,1,0,0,0,0.3,0.7,0.8,0.6,0.6,0.5,36,28,28,16,29,26,38,30,20,36,10,-10,-2,-4,-7,0.6,364.9,438.8
0,0,1,0,0,0,-0.2,0.8,0.9,0.8,0.7,0.6,22,27,14,4,31,17,39,34,30,33,5,-12,-20,-26,-2,0.9,363.3,373.6
0,0,1,0,0,0,0.4,0.8,0.7,0.5,0.6,0.6,16,16,21,28,8,16,36,34,28,36,0,-20,-13,0,-28,0.6,374.4,366.5
0,0,1,0,0,0,0.4,0.7,0.6,0.5,0.5,0.8,36,12,4,4,19,22,36,27,23,29,14,-24,-23,-19,-10,0.1,317.6,370.3
0,0,1,0,0,0,0.5,0.8,0.5,0.2,0.6,0.3,20,12,12,24,12,20,39,28,18,40,0,-27,-16,6,-28,-0.7,397.5,431.5
0,0,1,0,0,0,0.0,0.3,0.7,0.5,0.5,0.6,36,12,13,8,19,25,39,27,18,36,11,-27,-14,-10,-17,0.4,414.1,372.5
0,0,1,0,0,0,0.2,0.3,0.2,0.5,0.3,0.4,20,22,13,18,39,27,31,25,24,33,-7,-9,-12,-6,6,0.2,414.3,416.7
0,0,1,0,0,0,0.8,0.9,1.0,0.8,0.9,0.4,16,11,21,4,20,18,33,23,22,27,-2,-22,-2,-18,-7,-0.8,287.9,432.1
0,0,1,0,0,0,0.5,0.8,0.7,0.6,0.7,0.4,32,36,36,40,40,20,36,29,23,34,12,0,7,17,6,0.7,426.0,309.8
0,0,1,0,0,0,0.6,0.7,0.5,0.3,0.5,0.4,11,4,36,36,24,24,31,24,22,36,-13,-27,12,14,-12,0.4,378.9,322.3
0,0,1,0,0,0,0.5,0.7,0.8,0.9,0.8,0.4,17,11,13,15,8,17,38,29,29,33,0,-27,-16,-14,-25,-0.8,429.3,447.3
0,0,1,0,0,0,0.5,0.7,0.8,0.9,0.8,0.4,31,29,29,13,33,20,40,27,26,36,11,-11,2,-13,-3,-0.5,379.6,357.3
0,0,1,0,0,0,0.7,0.9,1.0,0.7,0.8,0.5,28,24,12,24,36,22,33,28,19,38,6,-9,-16,5,-2,0.6,401.3,453.0
0,0,1,0,0,0,0.3,0.7,0.4,0.3,0.4,0.5,20,15,28,28,14,21,37,20,24,35,-1,-22,8,4,-21,0.8,265.9,285.8
0,0,1,0,0,0,-0.4,0.4,0.5,0.7,0.6,0.1,32,40,24,22,37,18,34,29,20,32,14,6,-5,2,5,0.9,367.0,380.4
0,0,1,0,0,0,0.3,0.8,0.4,0.2,0.5,0.2,20,12,22,11,22,18,39,30,27,39,2,-27,-8,-16,-17,-0.5,429.6,414.4
0,0,1,0,0,0,0.4,0.7,0.8,0.7,0.5,0.3,16,23,28,10,20,20,34,31,24,31,-4,-11,-3,-14,-11,-0.4,293.7,282.2
0,0,1,0,0,0,-0.3,0.7,0.8,0.6,0.7,0.3,20,12,8,4,5,21,37,28,22,38,-1,-25,-20,-18,-33,-0.7,322.4,455.0
0,0,1,0,0,0,0.0,0.3,0.7,0.5,0.5,0.6,2,17,2,3,8,19,32,33,25,34,-17,-15,-31,-22,-26,0.8,370.1,369.5
0,0,1,0,0,0,0.4,0.7,0.6,0.5,0.5,0.8,16,17,9,16,9,20,39,24,23,36,-4,-22,-15,-7,-27,-0.6,424.9,420.8
0,0,1,0,0,0,0.8,0.5,0.9,0.7,0.9,0.1,19,1,27,8,18,23,32,29,18,32,-4,-31,-2,-10,-14,-0.7,416.7,228.6
0,0,1,0,0,0,0.5,0.7,0.8,0.9,0.8,0.4,40,40,26,36,40,22,33,26,32,36,18,7,0,4,4,0.2,383.6,369.1
0,0,1,0,0,0,0.5,0.8,0.7,0.6,0.7,0.4,24,16,40,24,31,12,37,19,24,34,12,-21,21,0,-3,0.9,263.5,310.5
0,0,1,0,0,0,0.3,0.5,0.3,0.6,0.2,0.3,36,9,11,0,26,23,40,24,16,38,13,-31,-13,-16,-12,-0.5,299.4,280.5
0,0,1,0,0,0,0.4,0.7,0.8,0.7,0.5,0.3,24,19,4,0,25,28,34,30,29,40,-4,-15,-26,-29,-15,0.1,353.4,414.6
0,0,1,0,0,0,0.4,0.7,0.4,0.3,0.5,0.4,25,40,14,23,20,25,35,28,14,36,0,5,-14,9,-16,0.8,378.6,357.0
0,0,1,0,0,0,0.4,0.8,0.5,0.5,0.6,0.2,31,27,8,23,33,20,31,29,26,35,11,-4,-21,-3,-2,0.9,407.5,472.9
0,0,1,0,0,0,0.7,0.9,1.0,0.7,0.8,0.5,25,13,7,13,19,13,35,30,25,35,12,-22,-23,-12,-16,0.1,417.5,430.4
0,0,1,0,0,0,0.4,0.7,0.6,0.4,0.5,0.7,20,13,31,8,8,18,36,23,25,40,2,-23,8,-17,-32,-0.8,333.4,379.3
0,0,1,0,0,0,0.7,0.9,1.0,0.7,0.8,0.5,24,20,40,24,36,21,34,31,31,38,3,-14,9,-7,-2,0.9,442.0,424.5
0,0,1,0,0,0,0.4,0.7,0.4,0.3,0.5,0.4,14,14,26,11,18,16,30,33,26,28,-2,-16,-7,-15,-10,0.2,404.2,440.8
0,0,1,0,0,0,0.4,0.8,0.7,0.5,0.6,0.6,16,26,22,13,24,13,38,29,10,32,3,-12,-7,3,-8,0.2,159.3,119.6
0,0,1,0,0,0,-0.2,0.8,0.8,0.6,0.6,0.5,40,40,32,32,40,18,32,24,30,34,22,8,8,2,6,0.9,416.4,405.9
0,0,1,0,0,0,0.3,0.7,0.8,0.7,0.5,0.6,31,17,6,26,36,19,34,25,32,31,12,-17,-19,-6,5,0.9,428.4,484.9
0,0,1,0,0,0,-0.2,0.8,0.8,0.6,0.6,0.5,3,0,36,36,18,17,36,29,23,37,-14,-36,7,13,-19,0.5,335.6,333.5
0,0,1,0,0,0,0.5,0.7,0.8,0.9,0.8,0.4,11,20,20,9,8,19,37,31,19,39,-8,-17,-11,-10,-31,-0.5,381.4,400.8
0,0,1,0,0,0,0.0,0.3,0.3,0.8,0.2,0.1,10,19,4,11,10,22,38,25,20,36,-12,-19,-21,-9,-26,-0.7,366.7,367.1
0,0,1,0,0,0,-0.4,0.6,0.8,0.7,0.6,0.2,9,12,26,29,12,27,39,34,31,38,-18,-27,-8,-2,-26,-0.6,323.3,389.0
0,0,1,0,0,0,0.5,0.7,0.8,0.9,0.8,0.4,40,32,12,5,33,24,39,28,21,31,16,-7,-16,-16,2,0.1,395.8,348.1
0,0,1,0,0,0,0.8,0.5,0.9,0.7,0.9,0.1,21,7,12,17,12,15,36,27,21,34,6,-29,-15,-4,-22,-0.6,418.9,369.7
0,0,1,0,0,0,-0.6,0.6,0.8,0.9,0.7,0.2,16,21,11,11,18,15,37,22,24,35,1,-16,-11,-13,-17,-0.5,374.2,433.7
0,0,1,0,0,0,0.3,0.7,0.8,0.7,0.5,0.6,22,17,6,13,23,21,39,28,15,35,1,-22,-22,-2,-12,0.2,382.9,421.3
0,0,1,0,0,0,0.5,0.8,0.5,0.2,0.6,0.3,20,21,5,0,22,18,37,26,18,33,2,-16,-21,-18,-11,-0.6,305.2,331.3
0,0,1,0,0,0,0.5,0.4,0.8,0.8,0.7,0.7,18,12,4,13,17,23,39,22,20,38,-5,-27,-18,-7,-21,-0.6,358.1,400.4
0,0,1,0,0,0,0.8,0.5,0.9,0.7,0.9,0.1,12,24,40,12,20,16,35,24,14,35,-4,-11,16,-2,-15,0.9,415.6,379.6
0,0,1,0,0,0,-0.2,0.4,0.9,0.8,0.8,0.1,7,19,16,16,13,22,40,25,25,36,-15,-21,-9,-9,-23,-0.8,125.8,228.1
0,0,1,0,0,0,-0.3,0.7,0.8,0.6,0.7,0.3,18,12,36,5,20,14,34,30,23,35,4,-22,6,-18,-15,-0.8,311.4,359.3
0,0,1,0,0,0,0.4,0.8,0.5,0.5,0.6,0.2,33,40,36,39,40,17,34,26,19,35,16,6,10,20,5,1.0,408.4,336.8
0,0,1,0,0,0,-0.2,0.8,0.9,0.8,0.7,0.6,25,23,40,20,30,22,37,21,16,37,3,-14,19,4,-7,0.9,379.9,358.6
0,0,0,1,0,0,0.0,0.1,0.4,0.6,0.2,0.2,36,40,32,15,36,20,39,34,26,33,16,1,-2,-11,3,1.0,262.3,216.2
0,0,0,1,0,0,0.8,0.7,0.6,0.5,0.7,0.8,6,14,29,1,29,23,38,35,25,32,-17,-24,-6,-24,-3,0.8,350.7,409.3
0,0,0,1,0,0,0.3,0.8,0.9,0.9,0.6,0.8,16,35,19,7,30,21,38,34,25,31,-5,-3,-15,-18,-1,0.9,347.8,383.0
0,0,0,1,0,0,-0.2,0.8,0.8,0.6,0.6,0.5,40,5,40,36,32,19,39,34,25,34,21,-34,6,11,-2,1.0,420.5,481.2
0,0,0,1,0,0,0.6,0.4,0.7,0.3,0.8,0.7,3,33,20,20,18,20,37,35,25,37,-17,-4,-15,-5,-19,1.0,29.7,16.1
0,0,0,1,0,0,0.4,0.7,0.6,0.5,0.5,0.8,40,25,12,25,36,18,38,34,24,31,22,-13,-22,1,5,0.9,358.9,389.7
0,0,0,1,0,0,0.8,0.5,0.9,0.7,0.9,0.1,5,5,39,36,26,18,39,33,25,31,-13,-34,6,11,-5,0.5,327.5,244.1
0,0,0,1,0,0,0.3,0.5,0.3,0.6,0.2,0.3,16,28,34,11,36,20,36,33,20,32,-4,-8,1,-9,4,1.0,336.3,371.8
0,0,0,1,0,0,-0.5,0.5,0.6,0.7,0.7,0.1,6,4,36,36,24,19,39,34,23,32,-13,-35,2,13,-8,0.8,162.2,247.7
0,0,0,1,0,0,0.3,0.6,0.8,0.7,0.7,0.6,13,1,20,4,22,21,38,35,22,30,-8,-37,-15,-18,-8,0.5,374.4,497.6
0,0,0,1,0,0,0.3,0.6,0.8,0.7,0.7,0.6,34,27,0,2,30,21,37,33,25,30,13,-10,-33,-23,0,1.0,262.8,351.1
0,0,0,1,0,0,-0.3,0.8,0.5,0.6,0.6,0.1,13,40,17,1,18,21,35,34,25,33,-8,5,-17,-24,-15,0.2,247.0,232.0
0,0,0,1,0,0,0.8,0.5,0.9,0.7,0.9,0.1,9,25,36,15,27,20,37,34,23,36,-11,-12,2,-8,-9,0.9,272.5,229.4
0,0,0,1,0,0,0.3,0.8,0.4,0.2,0.5,0.2,7,5,36,36,26,23,36,34,23,32,-16,-31,2,13,-6,0.9,187.8,266.6
0,0,0,1,0,0,0.3,0.7,0.8,0.6,0.6,0.5,5,21,36,13,30,21,37,33,25,31,-16,-16,3,-12,-1,0.9,215.5,216.5
0,0,0,1,0,0,-0.6,0.6,0.8,0.9,0.7,0.2,1,16,12,1,14,18,38,34,25,30,-17,-22,-22,-24,-16,-0.7,321.0,483.7
0,0,0,1,0,0,0.8,0.5,0.9,0.7,0.9,0.1,19,36,16,12,27,21,39,33,25,32,-2,-3,-17,-13,-5,0.9,407.2,433.2
0,0,0,1,0,0,0.3,0.8,0.9,0.9,0.6,0.8,1,12,33,1,28,18,37,32,22,35,-17,-25,1,-21,-7,0.7,352.7,435.6
0,0,0,1,0,0,0.3,0.8,0.4,0.2,0.5,0.2,17,40,23,5,32,20,36,33,26,32,-3,4,-10,-21,0,1.0,352.5,344.6
0,0,0,1,0,0,0.8,0.7,0.9,0.8,0.9,0.1,20,8,32,20,33,19,37,34,25,33,1,-29,-2,-5,0,0.9,440.7,356.1
0,0,0,1,0,0,0.6,0.9,0.9,0.7,0.9,0.5,36,32,4,10,38,23,37,32,23,31,13,-5,-28,-13,7,0.8,377.5,544.0
0,0,0,1,0,0,0.6,0.8,0.5,0.4,0.4,0.3,36,35,12,0,37,21,39,33,24,31,15,-4,-21,-24,6,1.0,276.2,239.2
0,0,0,1,0,0,0.0,0.1,0.4,0.6,0.2,0.2,36,33,24,13,32,20,38,33,21,32,16,-5,-9,-8,0,0.9,462.5,344.2
0,0,0,1,0,0,-0.2,0.4,0.9,0.8,0.8,0.1,22,37,2,13,32,19,38,33,23,29,3,-1,-31,-10,3,0.9,400.5,357.6
0,0,0,1,0,0,0.8,0.7,0.9,0.8,0.9,0.1,33,8,39,13,36,18,38,34,23,36,15,-30,5,-10,0,0.9,323.1,410.9
0,0,0,1,0,0,0.2,0.5,0.5,0.4,0.5,0.1,5,34,12,17,16,20,37,33,23,30,-15,-3,-21,-6,-14,0.9,447.3,397.7
0,0,0,1,0,0,0.3,0.8,0.7,0.4,0.7,0.4,29,22,7,19,32,21,37,34,25,30,8,-15,-27,-6,2,1.0,317.2,367.4
0,0,0,1,0,0,0.0,0.1,0.4,0.6,0.2,0.2,18,20,24,13,21,22,38,36,26,33,-4,-18,-12,-13,-12,0.9,290.5,300.4
0,0,0,1,0,0,-0.3,0.8,0.5,0.6,0.6,0.1,20,36,21,8,28,24,37,33,25,36,-4,-1,-12,-17,-8,0.9,243.0,278.7
0,0,0,1,0,0,0.5,0.7,0.8,0.9,0.8,0.4,8,33,40,16,28,18,36,32,23,36,-10,-3,8,-7,-8,0.9,441.9,356.2
0,0,0,1,0,0,0.8,0.9,1.0,0.8,0.9,0.4,31,40,38,40,40,20,38,34,25,34,11,2,4,15,6,1.0,289.9,315.7
0,0,0,1,0,0,0.3,0.5,0.3,0.6,0.2,0.3,12,17,20,13,23,19,38,32,24,31,-7,-21,-12,-11,-8,1.0,292.4,265.4
0,0,0,1,0,0,0.5,0.4,0.7,0.6,0.6,0.7,15,37,6,20,30,18,38,34,24,34,-3,-1,-28,-4,-4,0.9,273.8,325.2
0,0,0,1,0,0,-0.3,0.7,0.8,0.6,0.7,0.3,3,37,24,18,21,18,37,35,24,31,-15,0,-11,-6,-10,1.0,386.3,447.1
0,0,0,1,0,0,0.4,0.7,0.8,0.7,0.5,0.3,4,31,16,3,23,20,37,34,24,30,-16,-6,-18,-21,-7,1.0,356.2,430.8
0,0,0,1,0,0,0.6,0.8,0.5,0.4,0.5,0.3,16,38,19,11,32,20,36,34,23,31,-4,2,-15,-12,1,1.0,319.3,356.6
0,0,0,1,0,0,-0.2,0.7,0.7,0.4,0.6,0.3,20,36,4,7,27,22,37,36,26,33,-2,-1,-32,-19,-6,0.9,219.3,348.3
0,0,0,1,0,0,0.4,0.9,0.9,0.6,0.8,0.7,13,37,7,14,29,19,37,32,25,33,-6,0,-25,-11,-4,0.9,334.5,377.9
0,0,0,1,0,0,0.4,0.9,0.9,0.6,0.8,0.7,34,24,3,5,27,19,36,36,25,34,15,-12,-33,-20,-7,0.9,312.6,394.2
0,0,0,1,0,0,0.3,0.7,0.8,0.7,0.5,0.6,18,33,12,0,31,21,40,34,25,32,-3,-7,-22,-25,-1,0.9,309.7,349.2
0,0,0,1,0,0,0.5,0.4,0.8,0.8,0.7,0.7,40,21,4,7,31,19,37,33,26,33,21,-16,-29,-19,-2,0.9,208.3,335.2
0,0,0,1,0,0,0.0,0.3,0.3,0.8,0.2,0.1,1,31,4,1,11,21,36,34,25,34,-20,-5,-30,-24,-23,0.7,365.7,395.1
0,0,0,1,0,0,0.3,0.5,0.3,0.6,0.2,0.3,11,37,19,12,23,21,37,32,24,32,-10,0,-13,-12,-9,1.0,367.0,314.8
0,0,0,1,0,0,0.7,0.8,0.8,0.7,0.6,0.7,14,25,39,13,25,20,38,35,22,33,-6,-13,4,-9,-8,1.0,362.1,422.0
0,0,0,1,0,0,0.5,0.4,0.8,0.8,0.7,0.7,0,17,12,0,11,16,36,34,25,34,-16,-19,-22,-25,-23,0.1,312.0,444.9
0,0,0,1,0,0,0.4,0.8,0.5,0.5,0.6,0.2,36,23,5,1,29,22,37,34,25,34,14,-14,-29,-24,-5,1.0,309.5,344.8
0,0,0,1,0,0,0.7,0.8,0.8,0.7,0.6,0.7,13,39,24,2,25,20,38,34,21,33,-7,1,-10,-19,-8,0.9,280.2,431.7
0,0,0,1,0,0,0.8,0.5,0.9,0.7,0.9,0.1,22,7,31,16,33,20,37,34,27,33,2,-30,-3,-11,0,0.9,429.0,302.1
0,0,0,1,0,0,-0.6,0.6,0.8,0.9,0.7,0.2,15,40,27,8,29,24,35,34,25,34,-9,5,-7,-17,-5,0.9,342.9,358.9
0,0,0,1,0,0,0.4,0.9,0.9,0.6,0.8,0.7,7,37,40,16,25,22,39,32,24,35,-15,-2,8,-8,-10,0.9,337.5,455.4
0,0,0,1,0,0,0.0,0.5,0.9,0.6,0.9,0.5,15,34,40,18,29,18,37,34,22,33,-3,-3,6,-4,-4,1.0,378.7,356.9
0,0,0,1,0,0,0.7,0.9,1.0,0.7,0.8,0.5,37,30,5,3,40,20,37,36,26,32,17,-7,-31,-23,8,0.9,365.6,405.3
0,0,0,1,0,0,0.6,0.7,0.5,0.3,0.5,0.4,14,35,40,18,30,20,37,34,25,34,-6,-2,6,-7,-4,0.9,296.8,339.0
0,0,0,1,0,0,0.6,0.8,0.5,0.4,0.4,0.3,21,40,28,15,31,20,38,32,25,35,1,2,-4,-10,-4,1.0,289.2,255.7
0,0,0,1,0,0,0.4,0.9,0.9,0.6,0.8,0.7,7,29,16,4,22,20,37,32,24,33,-13,-8,-16,-20,-11,0.9,391.4,514.1
0,0,0,1,0,0,-0.2,0.4,0.9,0.8,0.8,0.1,40,24,9,26,36,22,38,34,24,30,18,-14,-25,2,6,1.0,232.0,235.4
0,0,0,1,0,0,0.4,0.7,0.6,0.4,0.5,0.7,19,22,26,18,11,21,36,34,22,32,-2,-14,-8,-4,-21,0.9,279.6,387.3
0,0,0,1,0,0,0.2,0.3,0.2,0.5,0.3,0.4,23,40,20,23,36,21,37,36,24,34,2,3,-16,-1,2,1.0,390.5,377.0
0,0,0,1,0,0,0.4,0.7,0.4,0.3,0.5,0.4,16,36,18,9,28,20,38,34,24,33,-4,-2,-16,-15,-5,0.9,308.7,420.2
0,0,0,1,0,0,0.5,0.7,0.8,0.9,0.8,0.4,5,32,5,1,14,17,38,33,26,31,-12,-6,-28,-25,-17,0.9,318.4,414.2
0,0,0,1,0,0,0.4,0.9,0.9,0.6,0.8,0.7,10,33,3,12,23,19,38,33,24,33,-9,-5,-30,-12,-10,1.0,317.0,374.9
0,0,0,1,0,0,0.8,0.5,0.9,0.7,0.9,0.1,3,8,6,20,9,21,38,35,22,34,-18,-30,-29,-2,-25,0.5,384.2,322.6
0,0,0,1,0,0,0.3,0.7,0.4,0.3,0.4,0.5,16,18,24,13,19,23,38,32,22,33,-7,-20,-8,-9,-14,0.9,207.7,317.5
0,0,0,1,0,0,-0.2,0.7,0.7,0.4,0.6,0.3,8,28,37,1,28,20,36,34,24,33,-12,-8,3,-23,-5,0.9,320.8,502.7
0,0,0,1,0,0,0.0,0.1,0.4,0.6,0.2,0.2,10,34,40,16,28,18,38,32,25,33,-8,-4,8,-9,-5,1.0,299.6,300.5
0,0,0,1,0,0,0.0,0.3,0.3,0.8,0.2,0.1,17,36,24,3,31,21,38,34,25,33,-4,-2,-10,-22,-2,0.9,487.6,398.0
0,0,0,1,0,0,0.2,0.5,0.5,0.4,0.5,0.1,13,30,2,15,26,17,38,34,23,33,-4,-8,-32,-8,-7,1.0,331.4,269.8
0,0,0,1,0,0,0.5,0.4,0.7,0.6,0.6,0.7,5,35,19,22,23,20,38,35,25,34,-15,-3,-16,-3,-11,1.0,201.7,243.3
0,0,0,1,0,0,0.4,0.7,0.6,0.4,0.5,0.7,23,22,40,34,36,18,38,34,24,30,5,-16,6,10,6,1.0,372.6,433.5
0,0,0,1,0,0,0.8,0.5,0.9,0.7,0.9,0.1,5,14,5,18,6,19,37,33,23,33,-14,-23,-28,-5,-27,0.9,222.7,224.5
0,0,0,1,0,0,0.3,0.7,0.8,0.7,0.5,0.6,18,20,24,14,14,22,38,35,22,37,-4,-18,-11,-8,-23,0.9,327.2,303.8
0,0,0,1,0,0,-0.6,0.6,0.8,0.9,0.7,0.2,0,2,28,33,24,19,38,34,24,36,-19,-36,-6,9,-12,-0.8,197.9,383.3
0,0,0,1,0,0,0.0,0.3,0.3,0.8,0.2,0.1,20,16,9,33,13,20,37,34,23,36,0,-21,-25,10,-23,0.1,343.3,489.8
0,0,0,1,0,0,0.2,0.3,0.2,0.5,0.3,0.4,23,40,16,17,32,18,35,32,23,34,5,5,-16,-6,-2,1.0,381.1,418.9
0,0,0,1,0,0,0.2,0.3,0.2,0.5,0.3,0.4,4,10,29,0,25,22,38,35,23,31,-18,-28,-6,-23,-6,0.9,429.2,409.1
0,0,0,1,0,0,0.3,0.6,0.8,0.7,0.7,0.6,9,23,36,24,28,19,36,32,25,34,-10,-13,4,-1,-6,1.0,380.3,406.8
0,0,0,1,0,0,0.8,0.5,0.9,0.7,0.9,0.1,19,35,13,0,30,20,37,34,23,32,-1,-2,-21,-23,-2,0.8,459.0,352.7
0,0,0,1,0,0,0.3,0.8,0.4,0.2,0.5,0.2,16,13,12,23,17,17,36,35,28,33,-1,-23,-23,-5,-16,0.5,345.0,454.8
0,0,0,1,0,0,-0.6,0.6,0.8,0.9,0.7,0.2,20,1,20,8,27,18,37,32,24,32,2,-36,-12,-16,-5,-0.7,105.9,451.9
0,0,0,1,0,0,0.4,0.8,0.7,0.5,0.6,0.6,21,40,21,27,33,21,38,35,23,31,0,2,-14,4,2,1.0,315.8,364.5
0,0,0,1,0,0,0.3,0.7,0.8,0.7,0.5,0.6,13,35,2,13,24,21,37,34,26,33,-8,-2,-32,-13,-9,1.0,247.9,341.9
0,0,0,1,0,0,0.4,0.7,0.6,0.5,0.5,0.8,20,36,19,0,32,21,37,33,25,32,-1,-1,-14,-25,0,0.8,368.9,448.4
0,0,0,1,0,0,0.8,0.7,0.9,0.8,0.9,0.1,6,30,5,2,10,23,38,35,24,31,-17,-8,-30,-22,-21,0.8,374.7,408.1
0,0,0,1,0,0,-0.4,0.7,0.4,0.5,0.6,0.1,20,40,23,8,28,22,36,32,27,33,-2,4,-9,-19,-5,1.0,275.8,228.5
0,0,0,1,0,0,-0.4,0.6,0.8,0.7,0.6,0.2,15,39,25,10,28,20,36,33,24,30,-5,3,-8,-14,-2,0.8,310.7,399.4
0,0,0,1,0,0,0.8,0.7,0.9,0.8,0.9,0.1,19,40,26,5,33,20,37,33,26,32,-1,3,-7,-21,1,1.0,407.2,280.9
0,0,0,1,0,0,0.0,0.2,0.2,0.8,0.1,0.1,0,31,7,4,9,20,36,35,25,33,-20,-5,-28,-21,-24,0.9,380.8,400.7
0,0,0,1,0,0,0.3,0.7,0.8,0.6,0.6,0.5,34,32,34,30,36,19,38,35,25,34,15,-6,-1,5,2,0.9,334.2,285.0
0,0,0,1,0,0,0.0,0.5,0.9,0.6,0.9,0.5,1,0,7,0,17,21,37,32,24,33,-20,-37,-25,-24,-16,0.8,347.9,394.4
0,0,0,1,0,0,0.8,0.9,1.0,0.8,0.9,0.4,32,34,34,29,38,19,38,35,25,34,13,-4,-1,4,4,1.0,378.2,407.6
0,0,0,1,0,0,0.8,0.7,0.9,0.8,0.9,0.1,28,34,11,17,40,21,38,33,25,33,7,-4,-22,-8,7,1.0,422.0,355.7
0,0,0,1,0,0,-0.4,0.7,0.4,0.5,0.6,0.1,0,11,27,0,27,20,38,35,23,33,-20,-27,-8,-23,-6,-0.5,353.5,372.9
0,0,0,1,0,0,-0.3,0.7,0.8,0.6,0.7,0.3,13,36,21,11,18,20,38,34,26,32,-7,-2,-13,-15,-14,1.0,288.4,473.6
0,0,0,1,0,0,-0.5,0.5,0.6,0.7,0.7,0.1,33,22,1,5,37,19,36,34,25,35,14,-14,-33,-20,2,0.8,318.3,331.5
0,0,0,1,0,0,0.0,0.3,0.7,0.5,0.5,0.6,20,36,20,11,28,21,36,33,22,33,-1,0,-13,-11,-5,1.0,345.1,366.9
0,0,0,1,0,0,0.6,0.8,0.5,0.4,0.4,0.3,40,30,29,6,36,19,39,33,25,34,21,-9,-4,-19,2,0.7,421.0,522.9
