gpt4o,gpt4omini,llama8b,phi4,qwen7b,mistral,gemma,scenario_power,scenario_expertise,scenario_stakes,scenario_emotional,scenario_formality,scenario_duration,user_initial_E,user_initial_A,user_initial_C,user_initial_N,user_initial_O,bot_initial_E,bot_initial_A,bot_initial_C,bot_initial_N,bot_initial_O,E_distance,A_distance,C_distance,N_distance,O_distance,conversation_sentiment,avg_user_reply,avg_bot_reply
0,0,0,1,0,0,0,0.3,0.7,0.4,0.3,0.4,0.5,11.25,34.5,28.0,25.25,22.5,30,47,43,35,42,-18.75,-12.5,-15.0,-9.75,-19.5,1.0,25.2,0.0
0,0,0,1,0,0,0,0.3,0.7,0.4,0.3,0.4,0.5,31.0,25.5,25.5,41.5,33.75,30,47,43,35,42,1.0,-21.5,-17.5,6.5,-8.25,0.9,26.1,0.0
0,0,0,1,0,0,0,-0.4,0.6,0.8,0.7,0.6,0.2,18.0,41.5,20.25,19.75,15.75,30,47,43,35,42,-12.0,-5.5,-22.75,-15.25,-26.25,0.9,21.6,0.0
0,0,0,1,0,0,0,0.2,0.5,0.5,0.4,0.5,0.1,13.25,35.75,42.25,19.75,24.25,30,47,43,35,42,-16.75,-11.25,-0.75,-15.25,-17.75,0.9,11.1,0.0
0,0,0,1,0,0,0,-0.3,0.8,0.5,0.6,0.6,0.1,30.25,22.0,12.0,30.75,28.25,30,47,43,35,42,0.25,-25.0,-31.0,-4.25,-13.75,0.9,22.9,0.0
0,0,0,1,0,0,0,0.0,0.3,0.7,0.5,0.5,0.6,25.5,50.0,29.75,24.0,38.25,30,47,43,35,42,-4.5,3.0,-13.25,-11.0,-3.75,1.0,23.8,0.0
0,0,0,1,0,0,0,-0.2,0.4,0.9,0.8,0.8,0.1,26.75,50.0,28.5,23.5,40.5,30,47,43,35,42,-3.25,3.0,-14.5,-11.5,-1.5,1.0,25.0,0.0
0,0,0,1,0,0,0,0.4,0.7,0.6,0.4,0.5,0.7,30.0,24.25,24.0,25.25,18.75,30,47,43,35,42,0.0,-22.75,-19.0,-9.75,-23.25,-0.5,28.2,0.0
0,0,0,1,0,0,0,0.5,0.4,0.7,0.6,0.6,0.7,23.25,29.75,47.75,23.75,29.5,30,47,43,35,42,-6.75,-17.25,4.75,-11.25,-12.5,0.9,26.6,0.0
0,0,0,1,0,0,0,0.8,0.5,0.9,0.7,0.9,0.1,35.25,22.0,24.25,28.75,33.5,30,47,43,35,42,5.25,-25.0,-18.75,-6.25,-8.5,0.9,25.2,0.0
0,0,0,1,0,0,0,0.3,0.7,0.8,0.7,0.5,0.6,32.75,50.0,29.75,17.0,40.75,30,47,43,35,42,2.75,3.0,-13.25,-18.0,-1.25,1.0,26.1,0.0
0,0,0,1,0,0,0,0.5,0.4,0.7,0.6,0.6,0.7,31.0,25.5,25.5,41.5,33.75,30,47,43,35,42,1.0,-21.5,-17.5,6.5,-8.25,-0.7,29.0,0.0
0,0,0,1,0,0,0,0.3,0.8,0.4,0.2,0.5,0.2,44.75,23.75,11.75,20.75,37.5,30,47,43,35,42,14.75,-23.25,-31.25,-14.25,-4.5,1.0,21.6,0.0
0,0,0,1,0,0,0,0.0,0.3,0.7,0.5,0.5,0.6,30.25,22.0,12.0,30.75,28.25,30,47,43,35,42,0.25,-25.0,-31.0,-4.25,-13.75,0.9,25.9,0.0
0,0,0,1,0,0,0,0.3,0.8,0.7,0.4,0.7,0.4,48.0,33.75,11.75,32.0,35.0,30,47,43,35,42,18.0,-13.25,-31.25,-3.0,-7.0,1.0,25.6,0.0
0,0,0,1,0,0,0,0.0,0.5,0.9,0.6,0.9,0.5,11.0,29.0,19.5,18.5,19.0,30,47,43,35,42,-19.0,-18.0,-23.5,-16.5,-23.0,1.0,26.1,0.0
0,0,0,1,0,0,0,0.2,0.3,0.2,0.5,0.3,0.4,47.0,10.0,37.75,46.0,46.0,30,47,43,35,42,17.0,-37.0,-5.25,11.0,4.0,0.6,25.4,0.0
0,0,0,1,0,0,0,0.5,0.7,0.8,0.9,0.8,0.4,44.75,23.75,11.75,20.75,37.5,30,47,43,35,42,14.75,-23.25,-31.25,-14.25,-4.5,1.0,22.9,0.0
0,0,0,1,0,0,0,0.4,0.9,0.9,0.6,0.8,0.7,13.5,10.0,14.0,18.0,11.0,30,47,43,35,42,-16.5,-37.0,-29.0,-17.0,-31.0,-0.8,27.7,0.0
0,0,0,1,0,0,0,0.3,0.7,0.4,0.3,0.4,0.5,30.0,17.0,23.25,35.25,27.25,30,47,43,35,42,0.0,-30.0,-19.75,0.25,-14.75,-0.5,24.0,0.0
0,0,0,1,0,0,0,0.6,0.8,0.5,0.4,0.4,0.3,34.0,36.25,35.5,31.5,39.75,30,47,43,35,42,4.0,-10.75,-7.5,-3.5,-2.25,0.9,27.7,0.0
0,0,0,1,0,0,0,0.2,0.5,0.5,0.4,0.5,0.1,17.25,24.5,42.75,39.25,23.25,30,47,43,35,42,-12.75,-22.5,-0.25,4.25,-18.75,1.0,13.8,0.0
0,0,0,1,0,0,0,0.7,0.9,1.0,0.7,0.8,0.5,35.0,13.5,44.0,35.25,42.0,30,47,43,35,42,5.0,-33.5,1.0,0.25,0.0,-0.7,27.6,0.0
0,0,0,1,0,0,0,0.0,0.2,0.2,0.8,0.1,0.1,25.25,40.0,50.0,31.75,38.5,30,47,43,35,42,-4.75,-7.0,7.0,-3.25,-3.5,1.0,29.0,0.0
0,0,0,1,0,0,0,-0.4,0.7,0.4,0.5,0.6,0.1,17.25,24.5,42.75,39.25,23.25,30,47,43,35,42,-12.75,-22.5,-0.25,4.25,-18.75,0.9,24.0,0.0
0,0,0,1,0,0,0,-0.6,0.6,0.8,0.9,0.7,0.2,17.25,24.5,42.75,39.25,23.25,30,47,43,35,42,-12.75,-22.5,-0.25,4.25,-18.75,-0.7,26.9,0.0
0,0,0,1,0,0,0,0.4,0.7,0.6,0.5,0.5,0.8,25.25,40.0,50.0,31.75,38.5,30,47,43,35,42,-4.75,-7.0,7.0,-3.25,-3.5,0.9,28.5,0.0
0,0,0,1,0,0,0,-0.3,0.7,0.8,0.6,0.7,0.3,30.0,17.0,23.25,35.25,27.25,30,47,43,35,42,0.0,-30.0,-19.75,0.25,-14.75,-0.7,24.4,0.0
0,0,0,1,0,0,0,0.5,0.7,0.8,0.9,0.8,0.4,24.5,28.5,11.5,26.0,28.5,30,47,43,35,42,-5.5,-18.5,-31.5,-9.0,-13.5,0.8,22.7,0.0
0,0,0,1,0,0,0,0.6,0.8,0.8,0.5,0.7,0.7,24.5,28.5,11.5,26.0,28.5,30,47,43,35,42,-5.5,-18.5,-31.5,-9.0,-13.5,0.4,25.9,0.0
0,0,0,1,0,0,0,-0.3,0.7,0.8,0.6,0.7,0.3,35.0,13.5,44.0,35.25,42.0,30,47,43,35,42,5.0,-33.5,1.0,0.25,0.0,0.9,24.5,0.0
0,0,0,1,0,0,0,0.4,0.8,0.7,0.5,0.6,0.6,13.0,17.0,48.0,45.0,26.75,30,47,43,35,42,-17.0,-30.0,5.0,10.0,-15.25,0.5,29.7,0.0
0,0,0,1,0,0,0,0.5,0.4,0.7,0.6,0.6,0.7,13.0,17.0,48.0,45.0,26.75,30,47,43,35,42,-17.0,-30.0,5.0,10.0,-15.25,0.3,23.9,0.0
0,0,0,1,0,0,0,0.8,0.7,0.9,0.8,0.9,0.1,49.0,33.0,31.25,40.0,40.5,30,47,43,35,42,19.0,-14.0,-11.75,5.0,-1.5,1.0,26.5,0.0
0,0,0,1,0,0,0,0.4,0.9,0.9,0.6,0.8,0.7,46.0,21.5,10.75,22.75,34.0,30,47,43,35,42,16.0,-25.5,-32.25,-12.25,-8.0,0.9,26.6,0.0
0,0,0,1,0,0,0,0.5,0.8,0.7,0.6,0.7,0.4,45.5,38.0,10.75,10.0,40.0,30,47,43,35,42,15.5,-9.0,-32.25,-25.0,-2.0,-0.7,26.8,0.0
0,0,0,1,0,0,0,0.5,0.7,0.8,0.9,0.8,0.4,44.75,23.75,11.75,20.75,37.5,30,47,43,35,42,14.75,-23.25,-31.25,-14.25,-4.5,1.0,23.0,0.0
0,0,0,1,0,0,0,-0.2,0.8,0.8,0.6,0.6,0.5,32.5,36.0,13.25,24.5,31.5,30,47,43,35,42,2.5,-11.0,-29.75,-10.5,-10.5,1.0,25.2,0.0
0,0,0,1,0,0,0,-0.4,0.7,0.4,0.5,0.6,0.1,30.0,22.0,48.0,41.75,35.75,30,47,43,35,42,0.0,-25.0,5.0,6.75,-6.25,-0.7,27.0,0.0
0,0,0,1,0,0,0,0.8,0.7,0.9,0.8,0.9,0.1,24.5,28.5,11.5,26.0,28.5,30,47,43,35,42,-5.5,-18.5,-31.5,-9.0,-13.5,0.9,24.5,0.0
0,0,0,1,0,0,0,-0.4,0.4,0.5,0.7,0.6,0.1,33.0,10.5,30.75,37.5,20.5,30,47,43,35,42,3.0,-36.5,-12.25,2.5,-21.5,0.9,24.5,0.0
0,0,0,1,0,0,0,0.4,0.8,0.7,0.5,0.6,0.6,27.75,45.5,23.5,21.75,29.75,30,47,43,35,42,-2.25,-1.5,-19.5,-13.25,-12.25,1.0,20.0,0.0
0,0,0,1,0,0,0,-0.2,0.8,0.9,0.8,0.7,0.6,44.75,23.75,11.75,20.75,37.5,30,47,43,35,42,14.75,-23.25,-31.25,-14.25,-4.5,1.0,21.0,0.0
0,0,0,1,0,0,0,-0.2,0.8,0.9,0.8,0.7,0.6,25.25,40.0,50.0,31.75,38.5,30,47,43,35,42,-4.75,-7.0,7.0,-3.25,-3.5,1.0,26.1,0.0
0,0,0,1,0,0,0,0.5,0.8,0.7,0.6,0.7,0.4,30.0,18.0,34.25,42.0,30.0,30,47,43,35,42,0.0,-29.0,-8.75,7.0,-12.0,0.5,24.3,0.0
0,0,0,1,0,0,0,-0.4,0.7,0.4,0.5,0.6,0.1,32.75,50.0,29.75,17.0,40.75,30,47,43,35,42,2.75,3.0,-13.25,-18.0,-1.25,1.0,27.3,0.0
0,0,0,1,0,0,0,-0.2,0.8,0.8,0.6,0.6,0.5,12.25,20.0,25.75,26.0,20.75,30,47,43,35,42,-17.75,-27.0,-17.25,-9.0,-21.25,-0.5,25.9,0.0
0,0,0,1,0,0,0,0.7,0.8,0.8,0.7,0.6,0.7,34.0,36.25,35.5,31.5,39.75,30,47,43,35,42,4.0,-10.75,-7.5,-3.5,-2.25,0.4,27.0,0.0
0,0,0,1,0,0,0,0.8,0.9,1.0,0.8,0.9,0.4,31.75,31.0,49.0,23.25,44.75,30,47,43,35,42,1.75,-16.0,6.0,-11.75,2.75,-0.6,23.1,0.0
0,0,0,1,0,0,0,-0.2,0.8,0.9,0.8,0.7,0.6,25.25,40.0,50.0,31.75,38.5,30,47,43,35,42,-4.75,-7.0,7.0,-3.25,-3.5,1.0,26.1,0.0
0,0,0,1,0,0,0,0.8,0.7,0.9,0.8,0.9,0.1,43.5,50.0,45.75,46.0,49.25,30,47,43,35,42,13.5,3.0,2.75,11.0,7.25,1.0,26.9,0.0
0,0,0,1,0,0,0,0.6,0.4,0.7,0.3,0.8,0.7,30.0,18.0,34.25,42.0,30.0,30,47,43,35,42,0.0,-29.0,-8.75,7.0,-12.0,0.5,25.5,0.0
0,0,0,1,0,0,0,0.2,0.5,0.5,0.4,0.5,0.1,21.25,41.5,27.5,18.75,34.25,30,47,43,35,42,-8.75,-5.5,-15.5,-16.25,-7.75,1.0,8.9,0.0
0,0,0,1,0,0,0,0.8,0.7,0.6,0.5,0.7,0.8,28.5,28.5,50.0,30.5,35.0,30,47,43,35,42,-1.5,-18.5,7.0,-4.5,-7.0,0.9,21.5,0.0
0,0,0,1,0,0,0,-0.4,0.6,0.8,0.7,0.6,0.2,41.0,48.5,37.0,30.25,35.5,30,47,43,35,42,11.0,1.5,-6.0,-4.75,-6.5,1.0,26.2,0.0
0,0,0,1,0,0,0,-0.3,0.8,0.5,0.6,0.6,0.1,21.5,39.75,26.5,19.0,33.75,30,47,43,35,42,-8.5,-7.25,-16.5,-16.0,-8.25,0.8,25.2,0.0
0,0,0,1,0,0,0,0.3,0.8,0.7,0.4,0.7,0.4,18.0,41.5,20.25,19.75,15.75,30,47,43,35,42,-12.0,-5.5,-22.75,-15.25,-26.25,0.8,25.6,0.0
0,0,0,1,0,0,0,0.4,0.7,0.4,0.3,0.5,0.4,30.0,22.0,48.0,41.75,35.75,30,47,43,35,42,0.0,-25.0,5.0,6.75,-6.25,1.0,28.3,0.0
0,0,0,1,0,0,0,0.0,0.3,0.7,0.5,0.5,0.6,26.0,24.5,24.25,30.0,18.75,30,47,43,35,42,-4.0,-22.5,-18.75,-5.0,-23.25,0.4,25.3,0.0
0,0,0,1,0,0,0,0.4,0.7,0.4,0.3,0.5,0.4,17.25,44.5,28.75,16.0,30.25,30,47,43,35,42,-12.75,-2.5,-14.25,-19.0,-11.75,1.0,25.2,0.0
0,0,0,1,0,0,0,0.0,0.1,0.4,0.6,0.2,0.2,32.75,50.0,29.75,17.0,40.75,30,47,43,35,42,2.75,3.0,-13.25,-18.0,-1.25,1.0,22.0,0.0
0,0,0,1,0,0,0,0.3,0.7,0.8,0.7,0.5,0.6,31.0,25.5,25.5,41.5,33.75,30,47,43,35,42,1.0,-21.5,-17.5,6.5,-8.25,0.8,23.5,0.0
0,0,0,1,0,0,0,0.5,0.4,0.7,0.6,0.6,0.7,10.0,16.0,11.5,34.0,13.0,30,47,43,35,42,-20.0,-31.0,-31.5,-1.0,-29.0,0.5,24.8,0.0
0,0,0,1,0,0,0,0.3,0.8,0.7,0.4,0.7,0.4,26.0,24.5,24.25,30.0,18.75,30,47,43,35,42,-4.0,-22.5,-18.75,-5.0,-23.25,0.2,25.2,0.0
0,0,0,1,0,0,0,0.3,0.7,0.8,0.6,0.6,0.5,30.0,28.25,47.75,22.25,38.75,30,47,43,35,42,0.0,-18.75,4.75,-12.75,-3.25,0.9,27.8,0.0
0,0,0,1,0,0,0,-0.3,0.8,0.5,0.6,0.6,0.1,24.5,28.5,11.5,26.0,28.5,30,47,43,35,42,-5.5,-18.5,-31.5,-9.0,-13.5,0.6,26.4,0.0
0,0,0,1,0,0,0,0.0,0.5,0.9,0.6,0.9,0.5,45.5,35.25,25.25,21.25,43.5,30,47,43,35,42,15.5,-11.75,-17.75,-13.75,1.5,1.0,28.3,0.0
0,0,0,1,0,0,0,-0.4,0.6,0.8,0.7,0.6,0.2,24.0,34.25,14.25,29.75,26.75,30,47,43,35,42,-6.0,-12.75,-28.75,-5.25,-15.25,0.9,22.2,0.0
0,0,0,1,0,0,0,0.3,0.7,0.8,0.6,0.6,0.5,26.0,24.5,24.25,30.0,18.75,30,47,43,35,42,-4.0,-22.5,-18.75,-5.0,-23.25,-0.6,28.9,0.0
0,0,0,1,0,0,0,0.8,0.7,0.6,0.5,0.7,0.8,46.0,33.25,11.5,10.0,42.5,30,47,43,35,42,16.0,-13.75,-31.5,-25.0,0.5,0.9,23.6,0.0
0,0,0,1,0,0,0,0.4,0.7,0.6,0.5,0.5,0.8,35.25,22.0,24.25,28.75,33.5,30,47,43,35,42,5.25,-25.0,-18.75,-6.25,-8.5,0.5,26.7,0.0
0,0,0,1,0,0,0,0.3,0.7,0.8,0.6,0.6,0.5,33.0,10.5,30.75,37.5,20.5,30,47,43,35,42,3.0,-36.5,-12.25,2.5,-21.5,0.9,25.2,0.0
0,0,0,1,0,0,0,0.4,0.7,0.8,0.7,0.5,0.3,10.25,31.25,43.5,23.25,16.75,30,47,43,35,42,-19.75,-15.75,0.5,-11.75,-25.25,0.8,27.3,0.0
0,0,0,1,0,0,0,-0.2,0.8,0.9,0.8,0.7,0.6,50.0,50.0,45.75,46.0,49.25,30,47,43,35,42,20.0,3.0,2.75,11.0,7.25,1.0,29.3,0.0
0,0,0,1,0,0,0,0.8,0.7,0.6,0.5,0.7,0.8,30.0,22.0,48.0,41.75,35.75,30,47,43,35,42,0.0,-25.0,5.0,6.75,-6.25,0.1,26.3,0.0
0,0,0,1,0,0,0,-0.2,0.4,0.9,0.8,0.8,0.1,35.25,22.0,24.25,28.75,33.5,30,47,43,35,42,5.25,-25.0,-18.75,-6.25,-8.5,1.0,27.4,0.0
0,0,0,1,0,0,0,-0.5,0.5,0.6,0.7,0.7,0.1,29.5,38.0,50.0,44.0,39.0,30,47,43,35,42,-0.5,-9.0,7.0,9.0,-3.0,0.9,24.8,0.0
0,0,0,1,0,0,0,-0.2,0.8,0.9,0.8,0.7,0.6,26.0,24.5,24.25,30.0,18.75,30,47,43,35,42,-4.0,-22.5,-18.75,-5.0,-23.25,0.1,24.3,0.0
0,0,0,1,0,0,0,0.8,0.9,1.0,0.8,0.9,0.4,11.25,34.5,28.0,25.25,22.5,30,47,43,35,42,-18.75,-12.5,-15.0,-9.75,-19.5,0.7,25.6,0.0
0,0,0,1,0,0,0,0.3,0.6,0.8,0.7,0.7,0.6,21.75,31.0,41.25,28.75,31.25,30,47,43,35,42,-8.25,-16.0,-1.75,-6.25,-10.75,0.9,28.0,0.0
0,0,0,1,0,0,0,0.3,0.5,0.3,0.6,0.2,0.3,50.0,50.0,45.75,46.0,49.25,30,47,43,35,42,20.0,3.0,2.75,11.0,7.25,1.0,23.8,0.0
0,0,0,1,0,0,0,0.6,0.8,0.8,0.5,0.7,0.7,13.5,16.0,48.5,44.0,22.25,30,47,43,35,42,-16.5,-31.0,5.5,9.0,-19.75,0.4,28.2,0.0
0,0,0,1,0,0,0,0.7,0.8,0.8,0.7,0.6,0.7,44.75,23.75,11.75,20.75,37.5,30,47,43,35,42,14.75,-23.25,-31.25,-14.25,-4.5,1.0,21.9,0.0
0,0,0,1,0,0,0,0.3,0.6,0.8,0.7,0.7,0.6,30.0,28.5,48.25,27.75,40.25,30,47,43,35,42,0.0,-18.5,5.25,-7.25,-1.75,0.9,27.1,0.0
0,0,0,1,0,0,0,0.6,0.8,0.5,0.4,0.4,0.3,35.0,13.5,44.0,35.25,42.0,30,47,43,35,42,5.0,-33.5,1.0,0.25,0.0,0.9,23.3,0.0
0,0,0,1,0,0,0,0.7,0.8,0.8,0.7,0.6,0.7,30.0,18.0,34.25,42.0,30.0,30,47,43,35,42,0.0,-29.0,-8.75,7.0,-12.0,-0.5,25.3,0.0
0,0,0,1,0,0,0,0.7,0.9,1.0,0.7,0.8,0.5,35.75,24.0,25.5,29.25,34.75,30,47,43,35,42,5.75,-23.0,-17.5,-5.75,-7.25,-0.8,26.2,0.0
0,0,0,1,0,0,0,0.2,0.3,0.2,0.5,0.3,0.4,29.0,49.75,24.25,38.25,34.5,30,47,43,35,42,-1.0,2.75,-18.75,3.25,-7.5,1.0,27.4,0.0
0,0,0,1,0,0,0,-0.4,0.7,0.4,0.5,0.6,0.1,30.0,19.0,27.75,16.25,18.5,30,47,43,35,42,0.0,-28.0,-15.25,-18.75,-23.5,-0.6,23.7,0.0
0,0,0,1,0,0,0,0.4,0.7,0.8,0.7,0.5,0.3,13.0,17.0,48.0,45.0,26.75,30,47,43,35,42,-17.0,-30.0,5.0,10.0,-15.25,0.8,26.4,0.0
0,0,0,1,0,0,0,0.6,0.4,0.7,0.3,0.8,0.7,17.25,44.5,28.75,16.0,30.25,30,47,43,35,42,-12.75,-2.5,-14.25,-19.0,-11.75,1.0,25.1,0.0
0,0,0,1,0,0,0,-0.5,0.5,0.6,0.7,0.7,0.1,41.0,48.5,37.0,30.25,35.5,30,47,43,35,42,11.0,1.5,-6.0,-4.75,-6.5,0.9,27.1,0.0
0,0,0,1,0,0,0,0.6,0.8,0.8,0.5,0.7,0.7,14.25,44.0,26.25,33.0,27.5,30,47,43,35,42,-15.75,-3.0,-16.75,-2.0,-14.5,1.0,23.5,0.0
0,0,0,1,0,0,0,0.5,0.4,0.8,0.8,0.7,0.7,13.25,35.75,42.25,19.75,24.25,30,47,43,35,42,-16.75,-11.25,-0.75,-15.25,-17.75,0.5,24.9,0.0
0,0,0,1,0,0,0,-0.5,0.5,0.6,0.7,0.7,0.1,32.5,36.0,13.25,24.5,31.5,30,47,43,35,42,2.5,-11.0,-29.75,-10.5,-10.5,0.9,23.7,0.0
0,0,0,1,0,0,0,-0.2,0.7,0.7,0.4,0.6,0.3,29.5,38.0,50.0,44.0,39.0,30,47,43,35,42,-0.5,-9.0,7.0,9.0,-3.0,1.0,27.4,0.0
0,0,0,1,0,0,0,-0.4,0.7,0.4,0.5,0.6,0.1,45.5,38.0,10.75,10.0,40.0,30,47,43,35,42,15.5,-9.0,-32.25,-25.0,-2.0,0.8,27.6,0.0
0,0,0,1,0,0,0,0.2,0.5,0.5,0.4,0.5,0.1,25.25,31.75,50.0,42.25,37.0,30,47,43,35,42,-4.75,-15.25,7.0,7.25,-5.0,0.9,12.5,0.0
0,0,0,1,0,0,0,0.6,0.8,0.5,0.4,0.4,0.3,33.0,10.5,30.75,37.5,20.5,30,47,43,35,42,3.0,-36.5,-12.25,2.5,-21.5,0.8,27.1,0.0
0,0,0,1,0,0,0,0.4,0.9,0.9,0.6,0.8,0.7,31.5,21.0,23.5,35.75,29.5,30,47,43,35,42,1.5,-26.0,-19.5,0.75,-12.5,0.9,27.5,0.0
0,0,0,1,0,0,0,0.3,0.7,0.8,0.7,0.5,0.6,23.25,29.75,47.75,23.75,29.5,30,47,43,35,42,-6.75,-17.25,4.75,-11.25,-12.5,1.0,27.3,0.0
0,0,0,1,0,0,0,0.0,0.5,0.9,0.6,0.9,0.5,46.0,21.5,10.75,22.75,34.0,30,47,43,35,42,16.0,-25.5,-32.25,-12.25,-8.0,0.9,21.4,0.0
0,0,0,1,0,0,0,0.7,0.8,0.8,0.7,0.6,0.7,43.0,17.75,16.5,29.5,37.5,30,47,43,35,42,13.0,-29.25,-26.5,-5.5,-4.5,0.9,27.1,0.0
0,0,0,1,0,0,0,0.3,0.6,0.8,0.7,0.7,0.6,30.0,18.0,34.25,42.0,30.0,30,47,43,35,42,0.0,-29.0,-8.75,7.0,-12.0,-0.3,29.5,0.0
0,0,0,1,0,0,0,-0.2,0.8,0.8,0.6,0.6,0.5,25.25,31.75,50.0,42.25,37.0,30,47,43,35,42,-4.75,-15.25,7.0,7.25,-5.0,1.0,26.2,0.0
0,0,0,1,0,0,0,0.5,0.8,0.5,0.2,0.6,0.3,31.75,31.0,49.0,23.25,44.75,30,47,43,35,42,1.75,-16.0,6.0,-11.75,2.75,0.9,25.7,0.0
0,0,0,1,0,0,0,0.6,0.8,0.5,0.4,0.5,0.3,43.0,17.75,16.5,29.5,37.5,30,47,43,35,42,13.0,-29.25,-26.5,-5.5,-4.5,1.0,23.6,0.0
0,0,0,1,0,0,0,0.6,0.9,0.9,0.7,0.9,0.5,34.0,36.25,35.5,31.5,39.75,30,47,43,35,42,4.0,-10.75,-7.5,-3.5,-2.25,0.6,28.1,0.0
0,0,0,1,0,0,0,-0.2,0.8,0.9,0.8,0.7,0.6,29.0,49.75,24.25,38.25,34.5,30,47,43,35,42,-1.0,2.75,-18.75,3.25,-7.5,1.0,24.1,0.0
0,0,0,1,0,0,0,0.4,0.7,0.6,0.5,0.5,0.8,30.0,22.25,10.5,40.5,22.75,30,47,43,35,42,0.0,-24.75,-32.5,5.5,-19.25,0.9,27.0,0.0
0,0,0,1,0,0,0,0.4,0.7,0.6,0.4,0.5,0.7,43.0,17.75,16.5,29.5,37.5,30,47,43,35,42,13.0,-29.25,-26.5,-5.5,-4.5,1.0,23.0,0.0
0,0,0,1,0,0,0,0.0,0.1,0.4,0.6,0.2,0.2,43.5,50.0,45.75,46.0,49.25,30,47,43,35,42,13.5,3.0,2.75,11.0,7.25,1.0,25.4,0.0
0,0,0,1,0,0,0,0.0,0.1,0.4,0.6,0.2,0.2,10.25,31.25,43.5,23.25,16.75,30,47,43,35,42,-19.75,-15.75,0.5,-11.75,-25.25,0.7,27.3,0.0
0,0,0,1,0,0,0,0.4,0.7,0.6,0.4,0.5,0.7,15.5,16.5,14.5,17.25,11.25,30,47,43,35,42,-14.5,-30.5,-28.5,-17.75,-30.75,-0.7,25.6,0.0
0,0,0,1,0,0,0,-0.6,0.6,0.8,0.9,0.7,0.2,24.5,28.5,11.5,26.0,28.5,30,47,43,35,42,-5.5,-18.5,-31.5,-9.0,-13.5,0.4,23.8,0.0
0,0,0,1,0,0,0,-0.2,0.8,0.9,0.8,0.7,0.6,25.5,50.0,29.75,24.0,38.25,30,47,43,35,42,-4.5,3.0,-13.25,-11.0,-3.75,1.0,21.7,0.0
0,0,0,1,0,0,0,0.7,0.9,1.0,0.7,0.8,0.5,19.0,45.75,32.75,12.5,36.25,30,47,43,35,42,-11.0,-1.25,-10.25,-22.5,-5.75,0.9,25.9,0.0
0,0,0,1,0,0,0,0.4,0.7,0.6,0.4,0.5,0.7,40.75,22.25,44.0,38.5,41.5,30,47,43,35,42,10.75,-24.75,1.0,3.5,-0.5,1.0,25.1,0.0
0,0,0,1,0,0,0,-0.4,0.4,0.5,0.7,0.6,0.1,21.25,41.5,27.5,18.75,34.25,30,47,43,35,42,-8.75,-5.5,-15.5,-16.25,-7.75,1.0,24.7,0.0
0,0,0,1,0,0,0,0.5,0.4,0.7,0.6,0.6,0.7,13.0,17.0,48.0,45.0,26.75,30,47,43,35,42,-17.0,-30.0,5.0,10.0,-15.25,0.9,28.2,0.0
0,0,0,1,0,0,0,0.8,0.7,0.9,0.8,0.9,0.1,18.75,29.25,11.5,28.25,19.25,30,47,43,35,42,-11.25,-17.75,-31.5,-6.75,-22.75,0.9,25.9,0.0
0,0,0,1,0,0,0,0.5,0.8,0.7,0.6,0.7,0.4,35.75,24.0,25.5,29.25,34.75,30,47,43,35,42,5.75,-23.0,-17.5,-5.75,-7.25,0.8,23.8,0.0
0,0,0,1,0,0,0,0.8,0.9,1.0,0.8,0.9,0.4,13.0,24.0,19.0,24.0,15.75,30,47,43,35,42,-17.0,-23.0,-24.0,-11.0,-26.25,0.9,25.4,0.0
0,0,0,1,0,0,0,0.8,0.9,1.0,0.8,0.9,0.4,30.0,46.0,25.0,23.25,30.25,30,47,43,35,42,0.0,-1.0,-18.0,-11.75,-11.75,0.9,24.0,0.0
0,0,0,1,0,0,0,0.3,0.8,0.9,0.9,0.6,0.8,30.0,18.25,10.0,32.0,27.5,30,47,43,35,42,0.0,-28.75,-33.0,-3.0,-14.5,0.6,25.5,0.0
0,0,0,1,0,0,0,0.3,0.7,0.4,0.3,0.4,0.5,11.0,27.5,12.25,15.75,14.25,30,47,43,35,42,-19.0,-19.5,-30.75,-19.25,-27.75,0.9,25.7,0.0
0,0,0,1,0,0,0,-0.2,0.8,0.9,0.8,0.7,0.6,41.0,48.5,37.0,30.25,35.5,30,47,43,35,42,11.0,1.5,-6.0,-4.75,-6.5,1.0,24.3,0.0
0,0,0,1,0,0,0,0.0,0.3,0.3,0.8,0.2,0.1,30.0,19.0,27.75,16.25,18.5,30,47,43,35,42,0.0,-28.0,-15.25,-18.75,-23.5,-0.6,26.8,0.0
0,0,0,1,0,0,0,0.4,0.8,0.5,0.5,0.6,0.2,18.0,41.5,20.25,19.75,15.75,30,47,43,35,42,-12.0,-5.5,-22.75,-15.25,-26.25,0.9,25.5,0.0
0,0,0,1,0,0,0,0.3,0.7,0.4,0.3,0.4,0.5,29.0,10.5,16.25,24.5,15.75,30,47,43,35,42,-1.0,-36.5,-26.75,-10.5,-26.25,-0.4,24.1,0.0
0,0,0,1,0,0,0,0.5,0.4,0.7,0.6,0.6,0.7,29.0,49.75,24.25,38.25,34.5,30,47,43,35,42,-1.0,2.75,-18.75,3.25,-7.5,1.0,25.8,0.0
0,0,0,1,0,0,0,0.4,0.8,0.7,0.5,0.6,0.6,40.75,22.25,44.0,38.5,41.5,30,47,43,35,42,10.75,-24.75,1.0,3.5,-0.5,1.0,24.4,0.0
